Year,Kilometers_Driven,Mileage,Engine,Power,Seats,en_Fuel,en_Transmission,en_Owner,Name,Price
2018,21936,21,1995,190,5,1,2,1,1,37.92
2013,41000,14,1598,103,5,2,2,1,172,5.25
2011,47000,17,1197,80,5,2,1,1,201,4.5
2009,110000,11,2993,235,5,1,2,1,184,18.0
2015,45960,19,1197,82,5,2,1,1,193,5.56
2013,48000,14,2143,203,5,1,2,1,57,22.0
2011,68000,12,2179,147,5,1,2,1,138,22.0
2011,41000,20,1197,78,5,2,1,1,200,2.65
2013,69573,22,1582,126,5,1,1,2,175,5.85
2012,115000,19,1968,138,5,1,1,1,95,6.95
2012,47629,15,2179,140,7,1,1,1,192,6.5
2004,66624,19,796,35,8,2,1,3,116,0.85
2013,80000,14,1798,177,5,2,2,2,159,7.25
2012,94868,22,1248,74,5,1,1,1,160,4.5
2010,76477,10,2179,120,8,1,1,1,153,4.25
2016,28000,13,1991,183,5,2,2,1,79,26.0
2017,28599,16,2498,105,6,1,1,1,166,9.66
2013,45348,19,1461,108,5,1,1,2,55,6.85
2013,80127,12,1968,167,5,1,2,1,128,23.68
2013,68000,12,2179,147,5,1,2,2,138,15.75
2012,75000,20,1598,103,5,1,1,3,172,3.5
2006,48000,11,2979,306,5,2,2,2,2,6.99
2019,41871,22,1582,126,5,1,1,1,62,15.57
2015,84931,15,2956,83,7,1,1,1,157,5.29
2016,15000,22,799,53,5,2,1,1,202,2.25
2009,110000,11,2993,245,5,1,2,1,184,20.0
2011,5900,7,4395,450,4,2,2,1,3,47.5
2002,103653,18,1061,47,5,2,1,2,15,1.22
2012,64806,16,1198,73,5,2,1,1,124,3.65
2016,35000,20,1198,67,7,2,1,1,83,3.1
2016,40000,15,1591,121,5,2,1,1,51,11.5
2015,23876,24,998,67,5,2,1,1,15,3.46
2013,67901,14,2199,194,7,1,1,1,150,8.38
2014,68865,15,1598,103,5,1,1,1,124,4.8
2014,71000,25,1498,98,5,1,1,2,16,4.5
2014,25000,22,1248,74,5,1,1,1,160,3.95
2012,180000,20,1598,103,5,1,1,1,134,3.65
2005,131000,11,2987,198,5,1,2,1,57,10.0
2011,65000,12,2179,120,8,1,1,2,153,4.0
2012,117777,21,1461,84,5,1,1,1,158,4.75
2009,65000,17,1298,85,5,2,1,2,160,3.1
2017,46897,21,814,55,5,2,1,1,58,3.61
2015,36695,19,1198,86,5,2,1,1,30,4.29
2011,43000,18,1198,75,5,2,1,1,107,2.13
2008,54000,19,796,46,5,2,1,1,15,1.1
2011,89000,22,1995,190,5,1,2,1,1,13.95
2014,7000,16,1198,74,5,2,1,1,124,5.35
2014,58470,23,998,67,5,2,1,1,40,3.9
2014,37000,21,1197,81,5,2,1,1,180,2.8
2016,29000,26,1248,88,5,1,1,1,41,8.75
2013,52000,16,1968,147,5,1,2,1,9,19.5
2013,32807,19,1198,86,5,2,1,1,30,2.75
2013,86000,11,2179,120,8,1,2,1,153,8.0
2014,66500,26,1498,98,5,1,1,1,42,5.7
2012,94000,17,1995,184,5,1,2,1,182,12.5
2011,29000,18,995,62,5,2,1,2,155,1.75
2010,107389,20,1399,68,5,1,1,2,73,1.9
2015,36100,20,1197,81,5,2,1,1,160,4.5
2015,16329,19,2143,170,5,1,2,1,112,30.3
2014,36000,19,1968,141,5,1,2,1,115,16.0
2017,41816,18,1995,190,5,1,2,1,183,32.78
2015,54680,21,814,55,5,2,1,1,58,2.5
2017,14000,18,1968,187,5,1,2,1,9,43.0
2017,23977,18,1196,86,5,2,1,1,73,5.38
2013,30131,20,998,67,5,2,1,1,15,2.65
2017,2530,24,796,47,5,2,1,1,15,3.3
2015,39000,19,2143,167,5,1,2,1,112,34.0
2001,140000,20,1086,68,5,2,1,3,151,0.7
2017,32257,24,1120,71,5,1,1,1,193,6.83
2016,46983,25,1498,98,5,1,1,1,16,5.77
2008,107000,17,1248,75,5,1,1,2,160,3.1
2017,19000,16,1199,74,5,2,1,1,124,4.95
2013,88000,17,1968,174,5,1,2,1,9,16.25
2012,84384,10,4367,308,7,1,2,1,138,52.54
2011,128000,16,2179,140,7,1,1,3,192,6.4
2011,71000,13,2499,141,7,1,1,3,64,6.95
2008,50000,17,1396,53,5,1,1,1,91,0.85
2016,16000,21,1197,83,5,2,1,1,24,6.95
2017,82000,24,1120,71,5,1,1,1,193,3.45
2008,80000,13,1799,130,5,2,1,1,43,2.75
2015,36000,18,1197,81,5,2,1,2,201,4.95
2018,17477,17,1198,108,5,2,1,1,113,9.62
2016,16725,18,1197,81,5,2,1,1,201,6.79
2014,48241,19,1197,85,5,2,1,1,160,4.5
2014,52431,22,998,67,5,2,1,1,180,3.01
2012,68000,21,1396,88,5,1,1,1,201,4.4
2012,158000,12,2982,168,7,1,2,1,75,17.49
2014,31446,20,1197,78,5,2,1,1,200,4.66
2015,25000,18,1197,82,5,2,1,1,86,5.5
2016,57000,18,1197,81,5,2,1,1,201,6.0
2018,57078,24,1248,88,5,1,1,1,177,10.19
2016,47471,25,1498,98,5,1,1,1,16,5.25
2014,50000,15,2143,203,5,1,2,1,104,45.0
2010,62000,23,1396,90,5,1,1,1,201,2.7
2013,65807,19,1086,68,5,2,1,1,200,3.39
2014,81768,26,1248,74,5,1,1,1,160,5.69
2018,9952,10,2979,306,2,2,2,1,197,58.54
2017,24000,27,1248,74,5,1,1,1,24,8.4
2012,72921,25,936,57,5,1,1,1,25,2.5
2012,59000,19,1198,86,5,2,1,1,30,3.25
2014,33000,20,1399,68,5,1,1,2,73,3.25
2016,36789,23,998,67,5,2,2,1,40,4.25
2014,41000,14,2143,170,5,1,2,1,112,18.5
2015,46650,19,1198,86,5,2,1,1,30,4.25
2018,3000,21,1197,83,5,2,2,1,24,8.85
2014,14799,21,814,55,5,2,1,1,58,4.14
2015,68525,23,1396,90,5,1,1,1,201,7.0
2018,15000,10,3198,197,7,1,2,1,64,33.0
2017,29000,17,1497,117,5,2,1,1,42,10.0
2012,77407,21,1248,88,5,1,1,2,147,3.53
2007,118000,12,1598,102,5,2,1,1,118,1.35
2013,75000,20,1598,103,5,1,1,1,172,4.5
2012,69000,16,1497,116,5,2,1,1,42,4.9
2016,52553,19,1582,126,5,1,1,1,51,12.26
2014,58000,24,1120,71,5,1,1,2,193,3.99
2017,24000,17,2143,170,5,1,2,1,80,46.95
2015,65542,20,1399,68,5,1,1,1,73,3.8
2013,68008,15,1896,105,5,1,1,2,95,6.75
2017,22251,18,1493,100,7,1,1,1,162,8.75
2013,55000,15,1499,110,5,2,1,2,60,5.2
2017,19387,17,1591,121,5,2,1,1,175,8.42
2014,58000,26,998,58,5,3,1,1,180,3.0
2016,24001,18,1197,81,5,2,1,1,201,5.75
2008,17000,15,1968,140,5,1,2,1,9,9.75
2015,28500,19,1198,67,5,2,1,1,107,3.5
2014,66000,15,2143,203,5,1,2,1,104,30.0
2017,22000,12,2179,147,5,1,2,1,138,35.0
2018,44383,15,1591,121,5,2,1,1,51,13.25
2013,45000,20,1598,103,5,1,1,1,134,3.65
2015,58000,23,1248,74,5,1,1,1,160,5.25
2016,69000,15,1591,121,5,2,1,1,51,9.7
2017,60993,24,1120,70,5,1,1,1,86,5.21
2016,67000,18,1493,100,7,1,1,1,162,6.3
2014,51134,24,1120,70,5,1,1,1,86,4.72
2011,55000,11,2993,245,5,1,2,2,184,28.0
2018,25082,28,1248,73,5,1,2,1,56,8.37
2012,68350,12,2982,168,7,1,1,1,75,14.0
2015,50000,17,1968,174,5,1,2,1,10,36.0
2015,97000,27,1498,98,5,1,1,1,94,6.4
2015,56238,11,4134,335,7,1,2,1,129,51.69
2014,72618,12,2179,120,7,1,1,1,153,8.0
2012,62005,18,1991,147,5,1,1,1,53,9.8
2012,61250,25,936,57,5,1,1,1,25,2.7
2014,28469,18,1968,187,5,1,2,1,9,24.37
2018,21488,14,1598,103,5,2,2,1,134,9.72
2014,197000,23,1248,74,5,1,1,1,160,5.0
2009,138205,11,2982,171,7,1,1,2,75,10.5
2012,160000,22,1248,74,5,1,1,2,160,3.9
2012,67590,17,1497,118,5,2,1,1,42,5.65
2012,52000,15,2143,203,5,1,2,1,104,29.95
2008,100000,17,1248,75,5,1,1,2,160,3.0
2017,60048,26,1498,99,5,1,1,1,18,6.0
2009,48000,20,1197,78,5,2,1,1,200,2.11
2011,100000,19,796,46,5,2,1,1,15,1.5
2006,80010,20,1197,81,5,2,1,2,160,2.85
2017,26493,19,2143,170,5,1,2,1,112,33.64
2011,96000,17,1396,52,5,1,1,2,91,0.91
2014,45700,22,796,47,5,2,1,2,15,2.42
2005,13000,9,2771,193,5,2,2,1,159,3.25
2013,38000,16,1198,73,5,2,1,1,124,2.8
2019,8018,22,1197,81,5,2,2,1,56,8.3
2010,144400,12,2179,120,8,1,1,3,153,5.25
2010,152000,17,1248,75,5,1,1,1,160,2.9
2013,71000,18,1995,184,5,1,2,1,1,15.0
2012,80000,25,624,37,4,2,1,2,111,0.53
2014,87143,12,2494,100,8,1,1,1,93,12.5
2012,25000,18,1198,86,5,2,1,1,30,2.75
2018,2000,23,1199,83,5,2,2,1,167,5.0
2014,45239,12,2179,120,8,1,1,1,153,7.09
2011,101999,16,1995,218,5,1,2,1,2,19.99
2014,74219,21,1364,87,5,1,1,1,49,10.75
2016,25000,18,1497,117,5,2,2,1,42,9.45
2008,109606,22,1582,126,5,1,1,1,175,2.9
2015,36000,26,1248,74,5,1,1,1,160,4.7
2016,41810,20,1373,91,5,2,1,1,41,7.11
2014,93321,22,1498,89,5,1,1,1,60,6.25
2011,81000,20,998,67,5,2,1,1,15,2.2
2019,25717,19,1199,88,5,2,2,1,16,8.86
2015,37000,15,2179,140,7,1,1,1,192,9.3
2017,56380,18,1493,100,7,1,1,1,162,7.57
2017,8000,18,1199,88,5,2,1,1,94,7.9
2018,14589,16,1298,88,5,2,1,1,160,5.65
2013,65088,16,1198,73,5,2,1,1,124,3.25
2019,24864,20,1582,126,5,1,1,1,51,16.27
2011,64831,18,1199,79,5,2,1,1,25,3.21
2013,38001,25,1498,98,5,1,1,1,16,3.9
2008,77000,10,2496,157,5,2,2,2,57,6.5
2016,27000,18,2993,265,5,1,2,1,2,48.0
2016,39000,20,1968,143,5,1,2,1,8,18.9
2015,131000,26,1248,74,5,1,1,1,160,3.6
2015,43000,26,1248,74,5,1,1,1,160,5.5
2011,68000,12,2494,102,7,1,1,2,93,7.0
2016,45165,16,1995,184,5,1,2,1,183,41.75
2007,120000,16,1995,218,5,1,2,1,2,10.5
2014,86091,15,2179,140,7,1,1,1,192,10.09
2009,71499,17,1497,118,5,2,1,1,42,3.0
2014,50000,17,2200,139,7,1,1,1,117,12.0
2015,66000,20,1498,88,5,1,1,1,124,4.91
2010,45000,16,1198,90,5,2,1,1,94,2.0
2015,69189,23,1364,67,5,1,1,1,68,5.3
2014,40206,19,1461,108,5,1,1,1,165,7.22
2017,36723,18,1995,190,5,1,2,1,183,32.57
2010,57500,18,1197,80,5,2,1,1,201,2.75
2018,43912,15,1196,73,5,3,1,1,61,4.33
2011,52000,17,1399,68,5,1,1,1,72,3.75
2014,60952,16,1497,118,5,2,2,1,42,5.91
2013,87192,25,1248,74,5,1,1,1,160,4.35
2014,58000,24,1120,70,5,1,1,1,86,3.25
2017,59500,14,2967,245,7,1,2,1,129,68.0
2016,16650,17,1198,74,5,2,1,1,17,5.5
2018,34696,18,1497,117,5,2,2,1,42,12.08
2018,42243,27,1248,74,5,1,1,1,24,7.48
2016,57824,24,1120,70,5,1,1,1,86,5.5
2011,110000,19,1248,73,5,1,1,1,160,3.5
2013,72000,0,2179,115,5,1,2,1,138,15.5
2013,63455,11,2982,171,7,1,1,1,75,19.0
2017,17151,27,1498,98,5,1,1,1,94,8.4
2016,31001,24,1248,88,5,1,1,1,177,7.25
2014,42109,23,1248,74,5,1,1,1,160,4.25
2015,55000,21,1498,103,5,1,2,2,134,5.7
2013,46000,0,2179,115,5,1,2,2,138,26.0
2013,30852,22,796,47,5,2,1,1,15,2.49
2011,65000,16,1198,73,5,2,1,2,124,3.0
2015,65000,26,1498,98,5,1,1,1,42,5.95
2013,72000,23,1248,74,5,1,1,1,160,2.69
2014,29000,17,1968,174,5,1,2,1,9,26.0
2015,32000,17,1497,117,5,2,1,1,42,5.5
2016,29875,18,1196,86,5,2,1,1,73,4.85
2018,32539,24,1248,88,5,1,1,1,177,8.39
2015,83090,19,1461,108,5,1,1,1,55,7.99
2016,62679,21,1396,88,5,1,1,1,201,6.95
2010,93000,15,1390,75,5,2,1,1,103,1.5
2006,44000,17,1497,78,5,2,1,1,42,1.55
2010,78400,15,1196,70,5,2,1,2,73,2.75
2014,71300,13,1598,102,5,2,1,1,55,4.25
2015,18000,20,1197,78,5,2,1,1,200,2.85
2019,24013,12,1999,148,7,1,2,1,138,56.14
2009,99100,9,1984,208,5,2,2,2,128,10.0
2003,62000,11,1298,83,8,2,1,2,176,1.25
2017,14000,26,1248,74,5,1,1,1,160,7.5
2015,44811,17,1968,174,5,1,2,1,9,25.81
2014,44000,16,1198,74,5,2,1,1,124,4.3
2010,136000,11,2982,171,7,1,1,2,75,11.0
2010,144113,11,2982,171,7,1,1,2,75,11.75
2012,94989,12,2354,177,5,2,1,1,14,6.58
2012,58133,22,1248,74,5,1,1,1,160,4.8
2008,61000,17,1198,70,5,2,1,2,71,1.65
2017,27000,17,1956,170,5,1,1,1,46,15.0
2014,18050,25,624,37,4,2,1,2,111,1.0
2007,145277,15,1596,101,5,2,1,1,72,1.65
2015,42000,27,793,47,5,1,1,1,40,3.6
2011,86000,11,2982,171,7,1,1,1,75,11.5
2015,42150,27,793,47,5,1,1,1,40,3.6
2015,30158,21,814,55,5,2,1,1,58,3.05
2011,47000,23,1498,90,5,1,1,2,72,6.0
2013,39000,16,1198,74,5,2,1,1,124,3.75
2016,32125,16,1199,74,5,2,1,1,124,6.17
2017,58829,24,1248,88,5,1,1,1,177,9.05
2013,67559,19,1198,86,5,2,1,1,30,4.05
2013,55000,17,1298,85,5,2,1,1,160,4.25
2018,30000,23,998,67,5,2,1,1,40,3.75
2016,28000,13,1591,121,5,2,2,1,51,11.85
2016,31826,22,1498,89,5,1,1,1,60,8.24
2008,100009,13,1997,141,5,2,1,2,34,6.5
2019,17201,12,2179,187,7,1,2,1,138,58.91
2014,74345,15,2179,140,7,1,1,1,192,8.0
2015,58134,16,1198,74,5,2,1,1,124,4.64
2010,30566,19,1197,80,5,2,2,1,200,3.32
2012,55231,20,1197,78,5,2,1,2,200,2.78
2016,67774,14,1998,163,5,1,2,1,53,8.95
2013,50319,12,1991,181,5,2,2,1,57,21.95
2013,45000,11,2359,134,5,2,1,1,154,7.9
2007,43627,11,1796,186,5,2,2,1,112,29.0
2013,45000,22,1199,73,5,1,1,1,124,3.25
2014,10500,17,1497,117,5,2,1,1,42,5.9
2017,21789,24,1248,88,5,1,1,1,177,9.88
2019,21134,18,1197,81,5,2,1,1,63,8.78
2011,90000,13,2179,138,7,1,1,2,112,2.75
2014,51553,21,1461,84,5,1,1,1,158,5.98
2011,31000,10,2497,215,5,2,2,1,1,31.0
2011,67422,14,1798,138,5,2,1,2,49,3.55
2015,60519,22,1582,126,5,1,1,1,175,6.24
2009,34000,19,1248,73,5,1,1,1,160,2.19
2013,68434,28,1248,73,5,1,1,1,56,5.5
2014,17000,24,998,67,5,2,1,1,15,2.1
2011,43686,10,5000,503,4,2,2,1,190,50.66
2012,22000,14,2143,170,5,1,2,1,112,14.0
2013,79225,22,1582,126,5,1,1,1,175,5.5
2007,63000,14,1598,102,5,2,1,3,19,1.2
2014,61922,20,1197,81,5,2,1,1,160,5.3
2015,85000,23,1582,126,5,1,1,1,175,6.3
2017,26192,17,2143,168,5,1,2,1,80,40.47
2013,65000,13,2982,168,7,1,1,1,75,16.1
2014,44999,12,1968,167,5,1,2,1,128,25.0
2008,81308,13,1995,170,5,1,2,2,1,7.95
2016,35000,24,796,47,5,2,1,1,15,2.65
2012,65349,20,998,67,5,2,1,1,15,2.81
2012,80000,15,1798,167,5,2,2,1,9,17.5
2012,61000,16,1197,85,5,2,1,1,160,3.3
2019,31817,22,998,67,5,2,1,1,180,5.34
2016,41000,21,1498,103,5,1,1,1,134,8.5
2010,82606,16,1198,90,5,2,1,2,94,2.69
2015,52000,16,2179,140,7,1,1,1,192,11.5
2011,50318,18,1197,85,5,2,1,1,137,4.06
2016,50000,17,2143,201,5,1,2,1,81,49.0
2012,72000,20,1598,103,5,1,1,1,134,4.6
2015,63776,24,1120,70,5,1,1,1,86,3.96
2015,28133,18,1197,81,5,2,1,1,63,5.6
2017,45000,22,1248,74,5,1,1,1,199,3.75
2015,55697,22,1396,88,5,1,1,1,201,5.5
2012,62000,20,1598,103,5,1,1,2,134,3.0
2011,48000,16,1368,90,5,2,1,1,101,3.0
2010,90246,16,1298,88,5,2,1,1,160,2.95
2015,80500,25,1396,69,5,1,1,1,91,2.45
2012,119000,14,2143,170,5,1,2,1,112,13.99
2016,28541,11,2987,254,5,1,2,1,81,60.75
2012,41000,16,1497,116,5,2,1,2,42,4.5
2010,58000,18,1197,80,5,2,1,2,201,2.5
2015,99000,13,2982,168,7,1,1,1,75,20.5
2014,31200,18,1197,82,5,2,1,1,86,3.9
2009,85000,15,1896,105,5,1,1,2,95,3.5
2016,60924,15,1499,110,5,2,2,1,59,8.3
2012,45000,21,814,55,5,2,1,1,58,2.5
2011,44000,19,1198,75,5,2,2,1,107,2.65
2016,30534,19,1199,88,5,2,2,1,94,7.42
2016,46399,16,1198,74,5,2,1,1,124,4.63
2008,42000,19,796,46,5,2,1,1,15,1.09
2011,67000,22,1582,126,5,1,1,1,175,3.8
2013,58000,10,2148,170,5,1,2,1,57,15.75
2015,27000,17,1193,88,5,2,1,1,199,5.27
2012,39566,18,1198,86,5,2,1,2,30,2.75
2016,14980,27,1498,98,5,1,1,1,94,7.4
2017,18491,24,998,67,5,2,2,1,15,3.9
2000,90000,17,993,60,5,2,1,2,198,0.7
2015,118211,22,1396,88,5,1,1,1,201,5.9
2016,63316,22,1598,118,5,1,1,1,147,9.58
2014,42000,14,2143,203,5,1,2,1,57,24.95
2015,25648,13,1399,98,7,2,1,1,65,4.29
2011,67612,14,2143,203,5,1,2,2,57,11.5
2016,33000,16,2179,140,7,1,1,1,192,9.65
2015,20000,20,1197,78,5,2,1,1,200,3.75
2007,143000,14,1341,82,5,2,1,2,85,1.1
2014,118218,12,2967,241,7,1,2,1,129,31.41
2012,99000,12,2179,120,8,1,1,3,153,6.0
2016,22700,18,1199,88,5,2,1,1,94,5.55
2017,28000,14,2179,138,7,1,1,1,148,10.91
2014,62000,15,2179,140,7,1,1,1,192,7.25
2012,107023,22,1199,73,5,1,1,1,124,3.9
2012,71082,19,1248,73,5,1,1,1,160,3.95
2013,60000,15,1968,174,5,1,2,1,127,22.0
2014,21701,23,998,67,5,2,1,1,40,3.38
2011,56000,16,1497,116,5,2,1,1,42,3.45
2016,32450,18,1197,81,5,2,1,1,201,5.75
2016,12500,25,799,53,5,2,1,1,97,2.75
2019,20483,17,2143,136,5,1,2,1,32,30.3
2014,45800,22,1498,89,5,1,1,1,60,7.5
2015,35441,18,1197,81,5,2,1,1,201,6.87
2015,86398,12,2494,100,7,1,1,1,93,15.2
2012,150000,21,1461,84,5,1,1,1,158,3.5
2014,89000,25,1248,74,5,1,1,1,160,5.85
2010,68375,19,998,66,5,2,1,1,7,2.5
2013,52000,18,1197,85,5,2,1,1,160,3.95
2017,39000,17,2143,136,5,1,2,1,32,27.0
2014,68000,16,1373,93,7,2,1,2,66,6.75
2007,71000,18,998,67,5,2,1,2,180,1.5
2012,72003,22,1199,73,5,1,1,1,124,3.9
2014,135670,22,1498,89,5,1,1,1,60,6.55
2017,65850,25,1498,98,5,1,1,1,42,9.44
2015,53920,14,1798,138,5,2,1,1,49,10.77
2014,58000,15,2179,140,7,1,1,1,192,7.5
2016,4000,24,796,47,5,2,1,1,15,3.0
2010,58000,18,2993,265,5,1,2,1,2,11.75
2016,29832,21,814,55,5,2,1,1,58,3.29
2016,71156,26,1248,74,5,1,1,1,160,6.5
2015,64687,31,998,58,5,3,1,1,40,3.8
2011,54000,16,1968,147,5,1,2,1,9,18.0
2009,75000,13,1798,157,5,2,2,2,159,4.95
2015,39208,17,1193,88,5,2,1,1,199,4.52
2014,41000,17,2149,139,7,1,1,1,117,8.0
2013,38622,17,1497,117,5,2,1,1,42,6.26
2016,18000,16,1498,97,5,2,1,1,158,7.5
2011,45000,14,1598,103,5,2,2,1,172,3.35
2014,48656,15,1591,121,5,2,2,1,175,5.5
2012,79000,22,1582,126,5,1,2,1,175,5.25
2012,88000,16,1968,140,5,1,2,1,9,16.25
2009,92000,15,1586,103,5,2,1,1,147,2.7
2019,9000,12,2198,158,7,1,2,1,64,32.9
2008,50121,20,1197,83,5,2,1,1,160,3.41
2014,79000,24,1120,70,5,1,1,1,86,4.15
2014,46000,20,1498,88,5,1,1,2,124,5.9
2012,100000,10,2496,157,5,2,2,1,57,11.5
2015,41000,18,1197,81,5,2,1,1,201,4.75
2015,25000,24,998,67,5,2,2,1,15,3.5
2014,71899,20,1248,88,7,1,1,1,66,7.25
2016,7100,23,998,67,5,2,2,1,40,4.35
2018,38171,22,999,67,5,2,2,2,97,4.99
2013,70359,12,2179,120,8,1,1,1,153,7.65
2011,200000,12,2494,102,7,1,1,1,93,9.0
2017,26969,22,1199,73,5,1,1,1,124,6.9
2011,56500,20,1399,68,5,1,1,1,73,2.9
2014,40000,20,1461,83,5,1,1,1,165,5.75
2014,41000,17,2200,139,7,1,1,1,117,8.0
2017,53105,22,999,67,5,2,2,1,97,4.41
2013,23000,21,1498,103,5,1,1,1,134,4.95
2016,80999,16,2179,140,7,1,2,1,192,14.4
2012,82000,20,1399,68,5,1,1,1,73,2.95
2017,68557,15,2523,62,7,1,1,1,27,8.14
2016,34000,20,1498,108,5,1,1,1,172,8.45
2015,77000,12,2494,100,8,1,1,1,93,12.5
2012,48000,15,2179,140,7,1,1,1,192,6.5
2015,28232,15,1499,110,5,2,1,2,60,7.72
2011,110000,16,1968,138,5,1,2,1,95,8.0
2009,120000,13,2179,138,7,1,1,2,112,3.0
2013,49000,8,2993,245,4,1,2,1,1,29.0
2014,22000,16,1198,74,5,2,1,1,124,4.11
2015,14925,18,1197,82,5,2,1,1,201,5.37
2013,75000,20,1248,88,7,1,1,1,66,6.55
2015,23000,17,1497,117,5,2,1,1,42,7.0
2014,57000,17,1497,118,5,2,1,1,42,5.48
2013,76718,16,1968,138,5,1,2,1,95,6.51
2016,138000,25,1498,98,5,1,1,1,16,5.15
2013,140000,15,2179,140,7,1,1,2,192,9.0
2008,110000,14,1798,138,5,2,2,2,49,2.75
2012,73000,22,1995,190,5,1,2,1,1,12.5
2017,63423,23,1498,98,5,1,1,1,59,7.69
2013,62132,18,1197,82,5,2,1,1,201,4.57
2013,51000,16,1497,118,5,2,2,1,42,4.5
2015,75000,23,1248,73,5,1,1,1,137,4.9
2008,55410,19,1086,68,5,2,1,1,200,1.65
2015,41000,18,1199,82,5,2,1,1,149,3.25
2012,45000,22,1582,126,5,1,1,1,175,6.25
2018,53322,15,1591,121,5,2,1,1,51,12.13
2013,48000,18,1199,82,5,2,1,1,149,3.25
2013,72000,14,1968,174,5,1,2,1,128,29.0
2013,50266,17,1497,118,5,2,1,1,42,5.53
2017,21800,17,1497,121,5,2,1,1,59,8.75
2014,45000,12,2967,241,7,1,2,2,129,37.9
2010,62000,20,1197,78,5,2,1,1,200,2.4
2014,41681,17,1197,80,5,2,1,1,201,4.55
2011,69313,17,1197,85,5,2,1,2,160,2.65
2017,49000,25,1396,69,5,1,1,2,91,1.6
2012,40471,16,2993,235,5,1,2,2,2,25.72
2013,60000,22,1248,74,5,1,1,1,160,4.15
2018,1001,19,1194,94,5,2,1,1,76,7.23
2008,38000,13,1599,103,5,2,1,2,175,2.6
2008,66000,16,1995,181,5,1,2,2,1,7.25
2017,33901,12,2494,102,8,1,1,1,93,14.29
2011,57000,14,2143,204,5,1,2,2,112,17.25
2013,170000,22,1582,126,5,1,1,1,62,7.5
2014,60000,23,1248,73,5,1,1,1,137,4.35
2016,85000,24,1248,88,5,1,1,1,177,8.9
2016,146000,19,1197,82,5,2,1,2,193,3.5
2014,56002,26,1498,98,5,1,1,1,42,6.1
2016,8554,25,799,53,5,2,1,1,97,3.2
2014,62322,23,1364,67,5,1,1,1,68,4.9
2015,37929,24,998,67,5,2,1,1,15,3.69
2016,5400,23,1199,84,5,2,1,1,167,3.98
2013,60000,21,1396,90,5,1,1,1,201,2.95
2014,55730,16,1968,147,5,1,2,1,9,15.21
2015,62000,28,1248,74,5,1,1,1,160,6.3
2017,14576,17,1198,73,5,2,1,1,17,6.69
2017,17000,16,1497,117,7,2,2,1,23,9.5
2009,28000,17,1197,80,5,2,1,1,201,2.65
2012,58200,14,2199,194,7,1,1,1,150,7.5
2018,12278,23,998,67,5,2,2,1,40,5.63
2018,17665,15,1591,121,5,2,1,1,51,11.78
2004,200000,17,1396,52,5,1,1,2,91,0.85
2011,55893,15,1598,103,5,2,1,1,172,3.35
2015,60586,23,998,67,5,2,1,1,40,4.11
2015,13500,17,2143,136,5,1,2,1,32,25.51
2017,30000,22,796,47,5,2,1,1,15,3.1
2018,12000,10,3198,197,7,1,2,1,64,33.5
2017,65000,17,1193,88,5,2,1,1,199,4.8
2014,38000,16,1598,103,5,2,1,1,172,3.49
2012,25000,17,1373,91,7,2,1,2,66,5.15
2011,100000,14,2987,224,5,1,2,1,104,14.41
2014,13710,16,1199,74,5,2,1,1,124,4.75
2015,100000,12,2982,168,7,1,2,1,75,19.0
2017,17000,23,998,67,5,2,1,1,40,4.9
2008,89000,16,1995,181,4,1,2,2,1,6.3
2006,100173,16,1497,100,5,2,1,2,42,2.4
2009,97000,13,1999,114,5,2,1,1,39,3.0
2016,40190,18,1198,74,5,2,1,1,125,4.25
2016,29647,20,1498,88,5,1,1,1,124,6.3
2018,43639,21,998,100,5,2,1,1,24,8.15
2012,37333,20,1197,78,5,2,1,1,200,3.22
2018,48407,18,1197,81,5,2,1,1,201,7.65
2011,25000,10,2979,306,2,2,2,1,197,30.0
2010,72400,20,1197,78,5,2,1,2,200,2.3
2012,18000,13,1598,181,4,2,2,1,48,22.0
2012,65167,19,1198,86,5,2,1,1,30,3.28
2016,25418,20,1373,91,5,2,1,1,41,7.09
2013,38995,19,1248,73,5,1,1,1,160,6.46
2012,60000,22,1199,73,5,1,1,1,124,4.0
2011,72000,17,1995,184,5,1,2,1,182,11.0
2016,31075,12,2967,241,7,1,2,2,129,49.79
2015,4311,25,1498,99,5,1,1,1,73,4.8
2017,21000,21,1995,190,5,1,2,1,1,35.0
2011,54000,14,2987,224,5,1,2,1,104,21.99
2007,50000,17,1061,64,5,2,1,2,180,1.1
2018,13000,21,1197,83,5,2,1,1,24,6.6
2013,74000,22,1197,81,5,2,1,1,56,4.5
2009,75000,14,1150,76,5,2,1,2,19,1.0
2017,25000,20,1498,88,5,1,1,1,124,6.9
2012,139000,0,2179,115,5,1,2,1,138,16.75
2015,52000,14,1968,174,5,1,2,1,128,25.49
2015,20000,18,1968,187,5,1,2,1,10,35.5
2018,32663,24,1186,73,5,1,1,1,86,6.28
2012,76777,12,2179,120,8,1,1,2,153,4.88
2016,100303,22,1248,74,5,1,1,1,28,3.7
2015,43993,21,814,55,5,2,1,1,58,3.45
2016,72118,15,2179,120,8,1,1,1,153,10.23
2010,83000,11,2354,142,5,2,2,2,14,6.5
2016,7523,16,1199,74,5,2,1,1,124,6.15
2014,34670,15,1196,73,7,2,1,1,61,2.9
2016,30000,24,1120,70,5,1,1,1,86,5.5
2017,17000,10,3198,197,7,1,2,1,64,31.0
2015,59261,24,1186,73,5,1,1,1,86,4.25
