,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,Price,en_Fuel,en_Transmission,en_Owner,en_Name
4752,2013,54000,20,1399,68,5,2.55,1,1,1,Figo
4753,2011,47000,13,1799,130,5,4.5,2,2,2,Civic
4754,2015,21652,22,796,47,5,3.01,2,1,1,Alto
4755,2016,52000,15,1999,177,5,42.0,1,2,1,Rover
4756,2010,35010,12,2698,179,5,11.5,1,2,1,A6
4757,2006,76662,11,2987,198,5,10.99,1,2,1,E-Class
4758,2009,89000,17,1497,118,5,3.71,2,2,1,City
4759,2006,80000,10,2354,152,5,2.0,2,2,3,CR-V
4760,2018,39023,28,1248,88,5,9.48,1,1,1,Ciaz
4761,2004,62000,18,998,67,5,1.25,2,1,2,WagonR
4762,2015,78046,19,1582,126,5,10.9,1,1,1,Creta
4763,2015,34400,28,1248,88,5,5.5,1,1,1,Ciaz
4764,2016,64624,21,814,55,5,3.71,2,1,1,EON
4765,2014,69192,16,1373,93,7,6.25,2,1,1,Ertiga
4766,2012,55000,20,1598,103,5,4.9,1,1,1,Vento
4767,2005,81000,12,1493,100,5,1.1,2,1,2,City
4768,2016,36733,16,1198,73,5,4.72,2,1,1,Polo
4769,2017,24310,33,796,40,4,3.7,3,1,1,Alto
4770,2016,43022,17,2143,136,5,24.85,1,2,1,GLA
4771,2013,74000,14,2199,194,7,12.25,1,1,1,Santa
4772,2014,47000,22,1248,74,5,3.9,1,1,1,Swift
4773,2017,37460,18,1197,81,5,6.28,2,1,1,Elite
4774,2011,130000,14,2498,112,8,2.75,1,1,1,Xylo
4775,2017,31576,18,1197,82,5,7.85,2,1,1,Grand
4776,2011,66000,15,1598,103,5,2.95,2,1,1,Vento
4777,2008,79000,11,2354,177,5,4.85,2,2,2,Accord
4778,2011,47140,13,2925,281,5,30.0,1,2,2,S-Class
4779,2016,36610,15,2143,107,5,19.9,1,2,1,B
4780,2016,93000,20,1582,126,5,10.8,1,1,1,Creta
4781,2007,52195,19,796,46,5,1.75,2,1,1,Alto
4782,2016,20003,20,1968,143,5,19.25,1,2,1,A3
4783,2013,66314,19,1461,83,5,5.5,1,1,1,Duster
4784,2009,76000,17,1399,68,5,2.75,1,1,1,Fiesta
4785,2015,29000,19,1582,126,5,13.0,1,1,1,Creta
4786,2011,30000,20,1399,68,5,3.2,1,1,1,Figo
4787,2013,56526,15,1598,103,5,5.84,2,1,1,Polo
4788,2015,38000,16,1969,150,5,24.0,1,2,2,V40
4789,2012,41000,19,1582,126,5,6.25,1,2,1,Verna
4790,2009,53000,14,2993,258,5,36.0,1,2,1,7
4791,2003,125000,14,1998,68,5,3.0,1,1,3,Lancer
4792,2010,242000,11,2982,171,7,11.0,1,1,1,Fortuner
4793,2015,90000,26,1248,88,5,6.5,1,1,1,Ciaz
4794,2018,11000,24,1248,88,5,9.4,1,1,1,Vitara
4795,2018,21936,21,1995,190,5,37.92,1,2,1,3
4796,2013,41000,14,1598,103,5,5.25,2,2,1,Vento
4797,2011,47000,17,1197,80,5,4.5,2,1,1,i20
4798,2009,110000,11,2993,235,5,18.0,1,2,1,X5
4799,2015,45960,19,1197,82,5,5.56,2,1,1,Xcent
4800,2013,48000,14,2143,203,5,22.0,1,2,1,E-Class
4801,2011,68000,12,2179,147,5,22.0,1,2,1,Rover
4802,2011,41000,20,1197,78,5,2.65,2,1,1,i10
4803,2013,69573,22,1582,126,5,5.85,1,1,2,Verna
4804,2012,115000,19,1968,138,5,6.95,1,1,1,Jetta
4805,2012,47629,15,2179,140,7,6.5,1,1,1,XUV500
4806,2004,66624,19,796,35,8,0.85,2,1,3,Omni
4807,2013,80000,14,1798,177,5,7.25,2,2,2,Superb
4808,2012,94868,22,1248,74,5,4.5,1,1,1,Swift
4809,2010,76477,10,2179,120,8,4.25,1,1,1,Scorpio
4810,2016,28000,13,1991,183,5,26.0,2,2,1,GLA
4811,2017,28599,16,2498,105,6,9.66,1,1,1,Thar
4812,2013,45348,19,1461,108,5,6.85,1,1,2,Duster
4813,2013,80127,12,1968,167,5,23.68,1,2,1,Q5
4814,2013,68000,12,2179,147,5,15.75,1,2,2,Rover
4815,2012,75000,20,1598,103,5,3.5,1,1,3,Vento
4816,2006,48000,11,2979,306,5,6.99,2,2,2,5
4817,2019,41871,22,1582,126,5,15.57,1,1,1,Elantra
4818,2015,84931,15,2956,83,7,5.29,1,1,1,Sumo
4819,2016,15000,22,799,53,5,2.25,2,1,1,redi-GO
4820,2009,110000,11,2993,245,5,20.0,1,2,1,X5
4821,2011,5900,7,4395,450,4,47.5,2,2,1,6
4822,2002,103653,18,1061,47,5,1.22,2,1,2,Alto
4823,2012,64806,16,1198,73,5,3.65,2,1,1,Polo
4824,2016,35000,20,1198,67,7,3.1,2,1,1,GO
4825,2016,40000,15,1591,121,5,11.5,2,1,1,Creta
4826,2015,23876,24,998,67,5,3.46,2,1,1,Alto
4827,2013,67901,14,2199,194,7,8.38,1,1,1,Santa
4828,2014,68865,15,1598,103,5,4.8,1,1,1,Polo
4829,2014,71000,25,1498,98,5,4.5,1,1,2,Amaze
4831,2014,25000,22,1248,74,5,3.95,1,1,1,Swift
4832,2012,180000,20,1598,103,5,3.65,1,1,1,Rapid
4833,2005,131000,11,2987,198,5,10.0,1,2,1,E-Class
4834,2011,65000,12,2179,120,8,4.0,1,1,2,Scorpio
4835,2012,117777,21,1461,84,5,4.75,1,1,1,Sunny
4836,2009,65000,17,1298,85,5,3.1,2,1,2,Swift
4837,2017,46897,21,814,55,5,3.61,2,1,1,EON
4838,2015,36695,19,1198,86,5,4.29,2,1,1,Brio
4839,2011,43000,18,1198,75,5,2.13,2,1,1,Micra
4840,2008,54000,19,796,46,5,1.1,2,1,1,Alto
4841,2011,89000,22,1995,190,5,13.95,1,2,1,3
4842,2014,7000,16,1198,74,5,5.35,2,1,1,Polo
4843,2014,58470,23,998,67,5,3.9,2,1,1,Celerio
4844,2014,37000,21,1197,81,5,2.8,2,1,1,WagonR
4845,2016,29000,26,1248,88,5,8.75,1,1,1,Ciaz
4846,2013,52000,16,1968,147,5,19.5,1,2,1,A4
4847,2013,32807,19,1198,86,5,2.75,2,1,1,Brio
4848,2013,86000,11,2179,120,8,8.0,1,2,1,Scorpio
4849,2014,66500,26,1498,98,5,5.7,1,1,1,City
4850,2012,94000,17,1995,184,5,12.5,1,2,1,X1
4851,2011,29000,18,995,62,5,1.75,2,1,2,Spark
4852,2010,107389,20,1399,68,5,1.9,1,1,2,Figo
4853,2015,36100,20,1197,81,5,4.5,2,1,1,Swift
4854,2015,16329,19,2143,170,5,30.3,1,2,1,New
4855,2014,36000,19,1968,141,5,16.0,1,2,1,Octavia
4856,2017,41816,18,1995,190,5,32.78,1,2,1,X3
4857,2015,54680,21,814,55,5,2.5,2,1,1,EON
4858,2017,14000,18,1968,187,5,43.0,1,2,1,A4
4859,2017,23977,18,1196,86,5,5.38,2,1,1,Figo
4860,2013,30131,20,998,67,5,2.65,2,1,1,Alto
4861,2017,2530,24,796,47,5,3.3,2,1,1,Alto
4862,2015,39000,19,2143,167,5,34.0,1,2,1,New
4863,2001,140000,20,1086,68,5,0.7,2,1,3,Santro
4864,2017,32257,24,1120,71,5,6.83,1,1,1,Xcent
4865,2016,46983,25,1498,98,5,5.77,1,1,1,Amaze
4866,2008,107000,17,1248,75,5,3.1,1,1,2,Swift
4867,2017,19000,16,1199,74,5,4.95,2,1,1,Polo
4868,2013,88000,17,1968,174,5,16.25,1,2,1,A4
4869,2012,84384,10,4367,308,7,52.54,1,2,1,Rover
4870,2011,128000,16,2179,140,7,6.4,1,1,3,XUV500
4871,2011,71000,13,2499,141,7,6.95,1,1,3,Endeavour
4872,2008,50000,17,1396,53,5,0.85,1,1,1,Indica
4873,2016,16000,21,1197,83,5,6.95,2,1,1,Baleno
4874,2017,82000,24,1120,71,5,3.45,1,1,1,Xcent
4875,2008,80000,13,1799,130,5,2.75,2,1,1,Civic
4876,2015,36000,18,1197,81,5,4.95,2,1,2,i20
4877,2018,17477,17,1198,108,5,9.62,2,1,1,Nexon
4878,2016,16725,18,1197,81,5,6.79,2,1,1,i20
4879,2014,48241,19,1197,85,5,4.5,2,1,1,Swift
4880,2014,52431,22,998,67,5,3.01,2,1,1,WagonR
4881,2012,68000,21,1396,88,5,4.4,1,1,1,i20
4882,2012,158000,12,2982,168,7,17.49,1,2,1,Fortuner
4883,2014,31446,20,1197,78,5,4.66,2,1,1,i10
4884,2015,25000,18,1197,82,5,5.5,2,1,1,Grand
4885,2016,57000,18,1197,81,5,6.0,2,1,1,i20
4887,2018,57078,24,1248,88,5,10.19,1,1,1,Vitara
4888,2016,47471,25,1498,98,5,5.25,1,1,1,Amaze
4889,2014,50000,15,2143,203,5,45.0,1,2,1,M-Class
4890,2010,62000,23,1396,90,5,2.7,1,1,1,i20
4891,2013,65807,19,1086,68,5,3.39,2,1,1,i10
4892,2014,81768,26,1248,74,5,5.69,1,1,1,Swift
4893,2018,9952,10,2979,306,2,58.54,2,2,1,Z4
4894,2017,24000,27,1248,74,5,8.4,1,1,1,Baleno
4895,2012,72921,25,936,57,5,2.5,1,1,1,Beat
4896,2012,59000,19,1198,86,5,3.25,2,1,1,Brio
4897,2014,33000,20,1399,68,5,3.25,1,1,2,Figo
4898,2016,36789,23,998,67,5,4.25,2,2,1,Celerio
4899,2014,41000,14,2143,170,5,18.5,1,2,1,New
4901,2015,46650,19,1198,86,5,4.25,2,1,1,Brio
4902,2018,3000,21,1197,83,5,8.85,2,2,1,Baleno
4903,2014,14799,21,814,55,5,4.14,2,1,1,EON
4905,2015,68525,23,1396,90,5,7.0,1,1,1,i20
4906,2018,15000,10,3198,197,7,33.0,1,2,1,Endeavour
4907,2017,29000,17,1497,117,5,10.0,2,1,1,City
4908,2012,77407,21,1248,88,5,3.53,1,1,2,SX4
4909,2007,118000,12,1598,102,5,1.35,2,1,1,Optra
4910,2013,75000,20,1598,103,5,4.5,1,1,1,Vento
4911,2012,69000,16,1497,116,5,4.9,2,1,1,City
4912,2016,52553,19,1582,126,5,12.26,1,1,1,Creta
4913,2014,58000,24,1120,71,5,3.99,1,1,2,Xcent
4914,2017,24000,17,2143,170,5,46.95,1,2,1,GLC
4915,2015,65542,20,1399,68,5,3.8,1,1,1,Figo
4916,2013,68008,15,1896,105,5,6.75,1,1,2,Jetta
4917,2017,22251,18,1493,100,7,8.75,1,1,1,TUV
4918,2013,55000,15,1499,110,5,5.2,2,1,2,Ecosport
4919,2017,19387,17,1591,121,5,8.42,2,1,1,Verna
4920,2014,58000,26,998,58,5,3.0,3,1,1,WagonR
4921,2016,24001,18,1197,81,5,5.75,2,1,1,i20
4922,2008,17000,15,1968,140,5,9.75,1,2,1,A4
4923,2015,28500,19,1198,67,5,3.5,2,1,1,Micra
4924,2014,66000,15,2143,203,5,30.0,1,2,1,M-Class
4925,2017,22000,12,2179,147,5,35.0,1,2,1,Rover
4926,2018,44383,15,1591,121,5,13.25,2,1,1,Creta
4927,2013,45000,20,1598,103,5,3.65,1,1,1,Rapid
4928,2015,58000,23,1248,74,5,5.25,1,1,1,Swift
4929,2016,69000,15,1591,121,5,9.7,2,1,1,Creta
4930,2017,60993,24,1120,70,5,5.21,1,1,1,Grand
4931,2016,67000,18,1493,100,7,6.3,1,1,1,TUV
4932,2014,51134,24,1120,70,5,4.72,1,1,1,Grand
4933,2011,55000,11,2993,245,5,28.0,1,2,2,X5
4934,2018,25082,28,1248,73,5,8.37,1,2,1,Dzire
4935,2012,68350,12,2982,168,7,14.0,1,1,1,Fortuner
4936,2015,50000,17,1968,174,5,36.0,1,2,1,A6
4937,2015,97000,27,1498,98,5,6.4,1,1,1,Jazz
4938,2015,56238,11,4134,335,7,51.69,1,2,1,Q7
4939,2014,72618,12,2179,120,7,8.0,1,1,1,Scorpio
4940,2012,62005,18,1991,147,5,9.8,1,1,1,Cruze
4941,2012,61250,25,936,57,5,2.7,1,1,1,Beat
4942,2014,28469,18,1968,187,5,24.37,1,2,1,A4
4943,2018,21488,14,1598,103,5,9.72,2,2,1,Rapid
4944,2014,197000,23,1248,74,5,5.0,1,1,1,Swift
4945,2009,138205,11,2982,171,7,10.5,1,1,2,Fortuner
4946,2012,160000,22,1248,74,5,3.9,1,1,2,Swift
4947,2012,67590,17,1497,118,5,5.65,2,1,1,City
4948,2012,52000,15,2143,203,5,29.95,1,2,1,M-Class
4949,2008,100000,17,1248,75,5,3.0,1,1,2,Swift
4950,2017,60048,26,1498,99,5,6.0,1,1,1,Aspire
4951,2009,48000,20,1197,78,5,2.11,2,1,1,i10
4953,2011,100000,19,796,46,5,1.5,2,1,1,Alto
4955,2006,80010,20,1197,81,5,2.85,2,1,2,Swift
4956,2017,26493,19,2143,170,5,33.64,1,2,1,New
4957,2011,96000,17,1396,52,5,0.91,1,1,2,Indica
4958,2014,45700,22,796,47,5,2.42,2,1,2,Alto
4959,2005,13000,9,2771,193,5,3.25,2,2,1,Superb
4960,2013,38000,16,1198,73,5,2.8,2,1,1,Polo
4961,2019,8018,22,1197,81,5,8.3,2,2,1,Dzire
4962,2010,144400,12,2179,120,8,5.25,1,1,3,Scorpio
4963,2010,152000,17,1248,75,5,2.9,1,1,1,Swift
4964,2013,71000,18,1995,184,5,15.0,1,2,1,3
4965,2012,80000,25,624,37,4,0.53,2,1,2,Nano
4966,2014,87143,12,2494,100,8,12.5,1,1,1,Innova
4967,2012,25000,18,1198,86,5,2.75,2,1,1,Brio
4968,2018,2000,23,1199,83,5,5.0,2,2,1,Tiago
4969,2014,45239,12,2179,120,8,7.09,1,1,1,Scorpio
4970,2011,101999,16,1995,218,5,19.99,1,2,1,5
4971,2014,74219,21,1364,87,5,10.75,1,1,1,Corolla
4972,2016,25000,18,1497,117,5,9.45,2,2,1,City
4973,2008,109606,22,1582,126,5,2.9,1,1,1,Verna
4974,2015,36000,26,1248,74,5,4.7,1,1,1,Swift
4975,2016,41810,20,1373,91,5,7.11,2,1,1,Ciaz
4976,2014,93321,22,1498,89,5,6.25,1,1,1,Ecosport
4977,2011,81000,20,998,67,5,2.2,2,1,1,Alto
4978,2019,25717,19,1199,88,5,8.86,2,2,1,Amaze
4979,2015,37000,15,2179,140,7,9.3,1,1,1,XUV500
4980,2017,56380,18,1493,100,7,7.57,1,1,1,TUV
4981,2017,8000,18,1199,88,5,7.9,2,1,1,Jazz
4982,2018,14589,16,1298,88,5,5.65,2,1,1,Swift
4983,2013,65088,16,1198,73,5,3.25,2,1,1,Polo
4984,2019,24864,20,1582,126,5,16.27,1,1,1,Creta
4985,2011,64831,18,1199,79,5,3.21,2,1,1,Beat
4986,2013,38001,25,1498,98,5,3.9,1,1,1,Amaze
4987,2008,77000,10,2496,157,5,6.5,2,2,2,E-Class
4988,2016,27000,18,2993,265,5,48.0,1,2,1,5
4989,2016,39000,20,1968,143,5,18.9,1,2,1,A3
4990,2015,131000,26,1248,74,5,3.6,1,1,1,Swift
4991,2015,43000,26,1248,74,5,5.5,1,1,1,Swift
4992,2011,68000,12,2494,102,7,7.0,1,1,2,Innova
4993,2016,45165,16,1995,184,5,41.75,1,2,1,X3
4994,2007,120000,16,1995,218,5,10.5,1,2,1,5
4995,2014,86091,15,2179,140,7,10.09,1,1,1,XUV500
4996,2009,71499,17,1497,118,5,3.0,2,1,1,City
4997,2014,50000,17,2200,139,7,12.0,1,1,1,One
4998,2015,66000,20,1498,88,5,4.91,1,1,1,Polo
4999,2010,45000,16,1198,90,5,2.0,2,1,1,Jazz
5000,2015,69189,23,1364,67,5,5.3,1,1,1,Etios
5001,2014,40206,19,1461,108,5,7.22,1,1,1,Terrano
5002,2017,36723,18,1995,190,5,32.57,1,2,1,X3
5003,2010,57500,18,1197,80,5,2.75,2,1,1,i20
5004,2018,43912,15,1196,73,5,4.33,3,1,1,Eeco
5005,2011,52000,17,1399,68,5,3.75,1,1,1,Fiesta
5006,2014,60952,16,1497,118,5,5.91,2,2,1,City
5007,2013,87192,25,1248,74,5,4.35,1,1,1,Swift
5008,2014,58000,24,1120,70,5,3.25,1,1,1,Grand
5009,2017,59500,14,2967,245,7,68.0,1,2,1,Q7
5010,2016,16650,17,1198,74,5,5.5,2,1,1,Ameo
5011,2018,34696,18,1497,117,5,12.08,2,2,1,City
5012,2018,42243,27,1248,74,5,7.48,1,1,1,Baleno
5013,2016,57824,24,1120,70,5,5.5,1,1,1,Grand
5014,2011,110000,19,1248,73,5,3.5,1,1,1,Swift
5016,2013,72000,0,2179,115,5,15.5,1,2,1,Rover
5017,2013,63455,11,2982,171,7,19.0,1,1,1,Fortuner
5018,2017,17151,27,1498,98,5,8.4,1,1,1,Jazz
5019,2016,31001,24,1248,88,5,7.25,1,1,1,Vitara
5020,2014,42109,23,1248,74,5,4.25,1,1,1,Swift
5021,2015,55000,21,1498,103,5,5.7,1,2,2,Rapid
5022,2013,46000,0,2179,115,5,26.0,1,2,2,Rover
5023,2013,30852,22,796,47,5,2.49,2,1,1,Alto
5024,2011,65000,16,1198,73,5,3.0,2,1,2,Polo
5025,2015,65000,26,1498,98,5,5.95,1,1,1,City
5026,2013,72000,23,1248,74,5,2.69,1,1,1,Swift
5027,2014,29000,17,1968,174,5,26.0,1,2,1,A4
5028,2015,32000,17,1497,117,5,5.5,2,1,1,City
5029,2016,29875,18,1196,86,5,4.85,2,1,1,Figo
5030,2018,32539,24,1248,88,5,8.39,1,1,1,Vitara
5031,2015,83090,19,1461,108,5,7.99,1,1,1,Duster
5032,2016,62679,21,1396,88,5,6.95,1,1,1,i20
5033,2010,93000,15,1390,75,5,1.5,2,1,1,Logan
5034,2006,44000,17,1497,78,5,1.55,2,1,1,City
5035,2010,78400,15,1196,70,5,2.75,2,1,2,Figo
5036,2014,71300,13,1598,102,5,4.25,2,1,1,Duster
5037,2015,18000,20,1197,78,5,2.85,2,1,1,i10
5038,2019,24013,12,1999,148,7,56.14,1,2,1,Rover
5039,2009,99100,9,1984,208,5,10.0,2,2,2,Q5
5040,2003,62000,11,1298,83,8,1.25,2,1,2,Versa
5041,2017,14000,26,1248,74,5,7.5,1,1,1,Swift
5042,2015,44811,17,1968,174,5,25.81,1,2,1,A4
5043,2014,44000,16,1198,74,5,4.3,2,1,1,Polo
5044,2010,136000,11,2982,171,7,11.0,1,1,2,Fortuner
5045,2010,144113,11,2982,171,7,11.75,1,1,2,Fortuner
5046,2012,94989,12,2354,177,5,6.58,2,1,1,Accord
5047,2012,58133,22,1248,74,5,4.8,1,1,1,Swift
5048,2008,61000,17,1198,70,5,1.65,2,1,2,Fabia
5049,2017,27000,17,1956,170,5,15.0,1,1,1,Compass
5050,2014,18050,25,624,37,4,1.0,2,1,2,Nano
5051,2007,145277,15,1596,101,5,1.65,2,1,1,Fiesta
5052,2015,42000,27,793,47,5,3.6,1,1,1,Celerio
5053,2011,86000,11,2982,171,7,11.5,1,1,1,Fortuner
5054,2015,42150,27,793,47,5,3.6,1,1,1,Celerio
5055,2015,30158,21,814,55,5,3.05,2,1,1,EON
5056,2011,47000,23,1498,90,5,6.0,1,1,2,Fiesta
5057,2013,39000,16,1198,74,5,3.75,2,1,1,Polo
5058,2016,32125,16,1199,74,5,6.17,2,1,1,Polo
5059,2017,58829,24,1248,88,5,9.05,1,1,1,Vitara
5060,2013,67559,19,1198,86,5,4.05,2,1,1,Brio
5061,2013,55000,17,1298,85,5,4.25,2,1,1,Swift
5062,2018,30000,23,998,67,5,3.75,2,1,1,Celerio
5063,2016,28000,13,1591,121,5,11.85,2,2,1,Creta
5064,2016,31826,22,1498,89,5,8.24,1,1,1,Ecosport
5066,2008,100009,13,1997,141,5,6.5,2,1,2,CR-V
5067,2019,17201,12,2179,187,7,58.91,1,2,1,Rover
5068,2014,74345,15,2179,140,7,8.0,1,1,1,XUV500
5069,2015,58134,16,1198,74,5,4.64,2,1,1,Polo
5070,2010,30566,19,1197,80,5,3.32,2,2,1,i10
5071,2012,55231,20,1197,78,5,2.78,2,1,2,i10
5072,2016,67774,14,1998,163,5,8.95,1,2,1,Cruze
5073,2013,50319,12,1991,181,5,21.95,2,2,1,E-Class
5074,2013,45000,11,2359,134,5,7.9,2,1,1,Sonata
5075,2007,43627,11,1796,186,5,29.0,2,2,1,New
5076,2013,45000,22,1199,73,5,3.25,1,1,1,Polo
5077,2014,10500,17,1497,117,5,5.9,2,1,1,City
5078,2017,21789,24,1248,88,5,9.88,1,1,1,Vitara
5079,2019,21134,18,1197,81,5,8.78,2,1,1,Elite
5080,2011,90000,13,2179,138,7,2.75,1,1,2,New
5081,2014,51553,21,1461,84,5,5.98,1,1,1,Sunny
5082,2011,31000,10,2497,215,5,31.0,2,2,1,3
5083,2011,67422,14,1798,138,5,3.55,2,1,2,Corolla
5084,2015,60519,22,1582,126,5,6.24,1,1,1,Verna
5085,2009,34000,19,1248,73,5,2.19,1,1,1,Swift
5086,2013,68434,28,1248,73,5,5.5,1,1,1,Dzire
5087,2014,17000,24,998,67,5,2.1,2,1,1,Alto
5088,2011,43686,10,5000,503,4,50.66,2,2,1,XJ
5089,2012,22000,14,2143,170,5,14.0,1,2,1,New
5090,2013,79225,22,1582,126,5,5.5,1,1,1,Verna
5091,2007,63000,14,1598,102,5,1.2,2,1,3,Aveo
5092,2014,61922,20,1197,81,5,5.3,2,1,1,Swift
5093,2015,85000,23,1582,126,5,6.3,1,1,1,Verna
5094,2017,26192,17,2143,168,5,40.47,1,2,1,GLC
5095,2013,65000,13,2982,168,7,16.1,1,1,1,Fortuner
5096,2014,44999,12,1968,167,5,25.0,1,2,1,Q5
5097,2008,81308,13,1995,170,5,7.95,1,2,2,3
5098,2016,35000,24,796,47,5,2.65,2,1,1,Alto
5099,2012,65349,20,998,67,5,2.81,2,1,1,Alto
5100,2012,80000,15,1798,167,5,17.5,2,2,1,A4
5101,2012,61000,16,1197,85,5,3.3,2,1,1,Swift
5102,2019,31817,22,998,67,5,5.34,2,1,1,WagonR
5103,2016,41000,21,1498,103,5,8.5,1,1,1,Rapid
5104,2010,82606,16,1198,90,5,2.69,2,1,2,Jazz
5105,2015,52000,16,2179,140,7,11.5,1,1,1,XUV500
5106,2011,50318,18,1197,85,5,4.06,2,1,1,Ritz
5107,2016,50000,17,2143,201,5,49.0,1,2,1,GLE
5108,2012,72000,20,1598,103,5,4.6,1,1,1,Rapid
5109,2015,63776,24,1120,70,5,3.96,1,1,1,Grand
5110,2015,28133,18,1197,81,5,5.6,2,1,1,Elite
5111,2017,45000,22,1248,74,5,3.75,1,1,1,Zest
5112,2015,55697,22,1396,88,5,5.5,1,1,1,i20
5113,2012,62000,20,1598,103,5,3.0,1,1,2,Rapid
5114,2011,48000,16,1368,90,5,3.0,2,1,1,Linea
5115,2010,90246,16,1298,88,5,2.95,2,1,1,Swift
5116,2015,80500,25,1396,69,5,2.45,1,1,1,Indica
5117,2012,119000,14,2143,170,5,13.99,1,2,1,New
5118,2016,28541,11,2987,254,5,60.75,1,2,1,GLE
5120,2012,41000,16,1497,116,5,4.5,2,1,2,City
5121,2010,58000,18,1197,80,5,2.5,2,1,2,i20
5122,2015,99000,13,2982,168,7,20.5,1,1,1,Fortuner
5123,2014,31200,18,1197,82,5,3.9,2,1,1,Grand
5124,2009,85000,15,1896,105,5,3.5,1,1,2,Jetta
5125,2016,60924,15,1499,110,5,8.3,2,2,1,EcoSport
5126,2012,45000,21,814,55,5,2.5,2,1,1,EON
5127,2011,44000,19,1198,75,5,2.65,2,2,1,Micra
5128,2016,30534,19,1199,88,5,7.42,2,2,1,Jazz
5129,2016,46399,16,1198,74,5,4.63,2,1,1,Polo
5130,2008,42000,19,796,46,5,1.09,2,1,1,Alto
5131,2011,67000,22,1582,126,5,3.8,1,1,1,Verna
5132,2013,58000,10,2148,170,5,15.75,1,2,1,E-Class
5133,2015,27000,17,1193,88,5,5.27,2,1,1,Zest
5134,2012,39566,18,1198,86,5,2.75,2,1,2,Brio
5135,2016,14980,27,1498,98,5,7.4,1,1,1,Jazz
5136,2017,18491,24,998,67,5,3.9,2,2,1,Alto
5137,2000,90000,17,993,60,5,0.7,2,1,2,Zen
5138,2015,118211,22,1396,88,5,5.9,1,1,1,i20
5139,2016,63316,22,1598,118,5,9.58,1,1,1,SX4
5140,2014,42000,14,2143,203,5,24.95,1,2,1,E-Class
5141,2015,25648,13,1399,98,7,4.29,2,1,1,Enjoy
5142,2011,67612,14,2143,203,5,11.5,1,2,2,E-Class
5143,2016,33000,16,2179,140,7,9.65,1,1,1,XUV500
5144,2015,20000,20,1197,78,5,3.75,2,1,1,i10
5145,2007,143000,14,1341,82,5,1.1,2,1,2,Getz
5146,2014,118218,12,2967,241,7,31.41,1,2,1,Q7
5147,2012,99000,12,2179,120,8,6.0,1,1,3,Scorpio
5148,2016,22700,18,1199,88,5,5.55,2,1,1,Jazz
5149,2017,28000,14,2179,138,7,10.91,1,1,1,Safari
5150,2014,62000,15,2179,140,7,7.25,1,1,1,XUV500
5151,2012,107023,22,1199,73,5,3.9,1,1,1,Polo
5152,2012,71082,19,1248,73,5,3.95,1,1,1,Swift
5153,2013,60000,15,1968,174,5,22.0,1,2,1,Q3
5154,2014,21701,23,998,67,5,3.38,2,1,1,Celerio
5155,2011,56000,16,1497,116,5,3.45,2,1,1,City
5156,2016,32450,18,1197,81,5,5.75,2,1,1,i20
5157,2016,12500,25,799,53,5,2.75,2,1,1,KWID
5158,2019,20483,17,2143,136,5,30.3,1,2,1,CLA
5159,2014,45800,22,1498,89,5,7.5,1,1,1,Ecosport
5160,2015,35441,18,1197,81,5,6.87,2,1,1,i20
5161,2015,86398,12,2494,100,7,15.2,1,1,1,Innova
5162,2012,150000,21,1461,84,5,3.5,1,1,1,Sunny
5163,2014,89000,25,1248,74,5,5.85,1,1,1,Swift
5164,2010,68375,19,998,66,5,2.5,2,1,1,A-Star
5165,2013,52000,18,1197,85,5,3.95,2,1,1,Swift
5166,2017,39000,17,2143,136,5,27.0,1,2,1,CLA
5167,2014,68000,16,1373,93,7,6.75,2,1,2,Ertiga
5168,2007,71000,18,998,67,5,1.5,2,1,2,WagonR
5169,2012,72003,22,1199,73,5,3.9,1,1,1,Polo
5170,2014,135670,22,1498,89,5,6.55,1,1,1,Ecosport
5171,2017,65850,25,1498,98,5,9.44,1,1,1,City
5172,2015,53920,14,1798,138,5,10.77,2,1,1,Corolla
5173,2014,58000,15,2179,140,7,7.5,1,1,1,XUV500
5174,2016,4000,24,796,47,5,3.0,2,1,1,Alto
5175,2010,58000,18,2993,265,5,11.75,1,2,1,5
5176,2016,29832,21,814,55,5,3.29,2,1,1,EON
5177,2016,71156,26,1248,74,5,6.5,1,1,1,Swift
5178,2015,64687,31,998,58,5,3.8,3,1,1,Celerio
5179,2011,54000,16,1968,147,5,18.0,1,2,1,A4
5180,2009,75000,13,1798,157,5,4.95,2,2,2,Superb
5181,2015,39208,17,1193,88,5,4.52,2,1,1,Zest
5182,2014,41000,17,2149,139,7,8.0,1,1,1,One
5183,2013,38622,17,1497,117,5,6.26,2,1,1,City
5184,2016,18000,16,1498,97,5,7.5,2,1,1,Sunny
5186,2011,45000,14,1598,103,5,3.35,2,2,1,Vento
5187,2014,48656,15,1591,121,5,5.5,2,2,1,Verna
5188,2012,79000,22,1582,126,5,5.25,1,2,1,Verna
5189,2012,88000,16,1968,140,5,16.25,1,2,1,A4
5190,2009,92000,15,1586,103,5,2.7,2,1,1,SX4
5191,2019,9000,12,2198,158,7,32.9,1,2,1,Endeavour
5192,2008,50121,20,1197,83,5,3.41,2,1,1,Swift
5193,2014,79000,24,1120,70,5,4.15,1,1,1,Grand
5194,2014,46000,20,1498,88,5,5.9,1,1,2,Polo
5195,2012,100000,10,2496,157,5,11.5,2,2,1,E-Class
5196,2015,41000,18,1197,81,5,4.75,2,1,1,i20
